,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
2447,数据分析,昂立嗨课堂,1000-9999人,上海 闵行区 颛桥,本科,3-5年,CRM高级数据分析师,岗位职责： 1、负责梳理各业务部门统计分析及展示需求，按要求调取数据，做对应报表开发，实现日常数据可视化2、负责BI平台日常开发、维护，监控日常运营数据及业务指标3、对各指标数据进行定期检查、整理、归档4、建立用户各项指标体系，通过监控分析及时发现业务数据问题任职要求： 1、本科及以上学历，统计学及相关专业，至少3年实际工作经验2、熟悉Fine Report、Fine BI、Tableau、Power BI等工具的使用3、精通 SQL / postgreSQL4、精通 Python /R 任意一项5、独立完成对基础数据的统计、分析,13k-20k,B轮
2455,数据分析,路诚,20-99人,上海 虹口区 四川北路,本科,应届生,数据分析师,"1.统计、数学或应用数学等专业大学本科或硕士学历，具备扎实的统计理论知识；2.熟练使用数理统计、数据分析、数据挖掘工具软件（Python、R、SAS等的一种或多种）3.熟悉在不同操作系统与不同中间平台下的数据处理,精通sql编写；4.热爱数据分析/数据挖掘事业，对数据敏感；5.具备较强的沟通能力，较强的文字和语言表达能力以及英文读写能力；6.工作认真负责，吃苦耐劳，勤恳踏实；",6k-10k,未融资
2458,数据分析,虎扑体育,100-499人,上海 虹口区 虹口足球场,本科,3-5年,数据分析师,岗位职责：1）与业务相关方进行需求沟通并独立承担数据分析等数据工作；2）对日常运营产品数据监控和分析；岗位要求：1）本科及以上学历，3年以上互联网行业相关经验；2）精通sql，熟悉mysql数据库，能编写较复杂的计算逻辑；3）熟练运用R、PYTHON、SAS等主流数据分析软件工具；4）有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察；5）逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神；6）了解Tableau、帆软等BI工具者优先；          7）有大型互联网公司从业经验的优先,20k-30k,D轮及以上
2470,数据分析,闪电降价,100-499人,上海 静安区 共和新路,本科,1-3年,高级数据分析师,岗位职责：1、常规运营平台监控分析，结合业务实际，评估效果并给出合理策略建议；2、定期收集并分析同行业竞争对手数据，提出合理性的建议；3、利用平台数据挖掘分析、预测用户的行为，发现用户的特征，对老用户及潜在目标用户行为进行分析，找到目标人群，验证效果，持续优化。任职要求：1、全日制本科及以上学历，计算机/数学/统计学或其他相关专业；2、具备良好的数据分析能力，理解力强，良好的沟通能力和团队合作精神；3、学习能力强、工作效率高、有责任心，愿意接受挑战和承受工作压力。,10k-15k,B轮
2471,数据分析,拼多多,1000-9999人,上海 长宁区 天山路,本科,3-5年,数据分析师（智能客服方向）,数据分析师（智能客服方向）岗位职责：1. 理解电商平台智能客服业务，通过数据分析和挖掘，实现客服体系的系统化和智能化；2. 负责服务业务的指标体系建立，分析和制定智能策略，并持续迭代优化；3. 负责知识推荐、智能问答系统等算法分析，建立A/B Test迭代体系；3. 与研发、算法、产品、业务团队一起推进智能客服产品最终落地，实现商业价值。任职要求： 1. 本科以上学历，数学、统计学、计算机、信息技术等相关专业，逻辑能力强，对数据敏感并有极大兴趣；2. 熟练掌握SQL开发，熟悉数据仓库系统，有Hive、Python、机器学习算法基础者加分；3. 具有良好的沟通能力、逻辑分析能力，在知识推荐、智能问答系统项目经验者加分。,20k-40k,已上市
2472,数据分析,哈杜,20-99人,上海 浦东新区 张江,本科,1-3年,数据分析师,我们是一家A轮创业公司，活跃在东南亚的一片蓝海上，有大量的数据等待对数据分析感兴趣的伙伴来掘金~目前已有一群活泼可爱的小伙伴，平日的工作可能会比较辛苦，所以更加期待有志于通过自己的努力奋斗实现人生目标的小伙伴~数据分析岗的具体细节如下：1.     分析报表体系搭建，维护日常报表，如通过率日报、逾期率日报等，统计注册、申请、借款、还款等指标，这块工作比较routine，难度不大。工具：Mysql、EXCEL。2.     数据监控，在报表体系的基础上，分析指标变化原因，寻找解决方案，这里可能需要花点心思，动点脑筋。工具：Excel。3.     Ad-hoc分析需求，支持业务部门，如新用户转化率分析、老用户留存分析等。工具：Mysql、EXCEL。希望你是这样的人：1.     对数据比较敏感，喜欢play with data；2.     不仅仅是在找一份工作，而是在找能够实现个人价值的事情；3.     逻辑性强，脑筋转的快（交流起来痛快~）,10k-15k,A轮
2476,数据分析,复硕正态,20-99人,上海 静安区 大宁路,本科,1-3年,数据分析师,工作内容描述： 1. 规划数据采集、清洗、入库、初步分析流程和规则；2. 进行数据采集入库，数据库建立、管理与备份；3. 根据公司发展和客户需求研发数据分析产品；4. 研究数据处理和报告的标准化制作，提高执行效率能力要求： 1. 本科或以上，计算机，信息系统等专业优先；2. 熟练掌握python，代码习惯好；3. 有一定数据库基础；4. 统计基础好，有自然语言处理经验者优先；5. 能够执行上级的要求，主动制定执行计划和方法6. 学习能力强，能够积极创新， 乐于面对挑战， 认真负责；7. 优秀的团队合作精神，诚实， 勤奋， 严谨。,8k-12k,不需要融资
2477,数据分析,新增鼎数据,20-99人,上海 浦东新区 北蔡,硕士,1-3年,高级数据分析师,岗位职责：1、负责公司数据平台产品的设计，并提供产品原型的可视化呈现；2、负责项目的需求调研、数据分析、商业分析和数据挖掘模型的建立；3、与客户沟通，确认分析结果的价值落地。任职要求：1、全日制硕士以上学历，统计、数学、计算机信息技术或其他相关专业；2、1年以上统计建模的工作经验；3、熟练使用Python、R语言等分析工具，能独立开发包括但不限于回归、分类、异常点检测等模型；4、熟悉SQL语言，熟练使用MySQL等数据库；5、有供应链金融方面产品经理工作经验优先；6、思路清晰，逻辑思维强，良好的团队协作精神。,10k-20k,未融资
2480,数据分析,路诚,20-99人,上海 虹口区 四川北路,本科,5-10年,资深数据分析师,"1.统计、数学或应用数学等专业大学本科或硕士学历，具备扎实的统计理论知识；2.熟练使用数理统计、数据分析、数据挖掘工具软件（Python、R、SAS等的一种或多种）；3.熟悉在不同操作系统与不同中间平台下的数据处理,精通sql编写；4.热爱数据分析/数据挖掘事业，对数据敏感；5.具备较强的沟通能力，较强的文字和语言表达能力以及英文读写能力；               6.工作认真负责，吃苦耐劳，勤恳踏实；7.有5年以上项目管理经验，3年以上数据分析师经验；8.有一定团队管理能力者优先；",15k-25k,未融资
2482,数据分析,上海典星,20-99人,上海 普陀区 江宁路,本科,3-5年,高级数据分析师,岗位职责:1、以数据洞察驱动增长，构建产品增长的基础数据洞察体系；2、深度参与蒲公英产品增长业务，能够有良好的算法思维，驱动拉新、促活以及用户留存，善于发现数据增长的新机会；3、面向增长业务的场景和诉求，数据挖掘与建模，实施模型建设及效果评估；4、利用数据建模指导业务决策，数据洞察驱动用户增长，用户流失预测、人群画像分析；5、上级领导交办的其他工作。岗位要求：1、本科及以上学历，数学、应用数学、统计学、运筹学、计算机等相关专业优先；2、3年年以上数据分析、数据挖掘、预测模型建设工作经验，至少开发实施过一个以上用户增长类模型；3、熟练使用 SQL 进行行数据地查询与处理理，掌握 Tableau/R/Python 等分析工具者优先；4、能快速理解业务，发掘业务细节和数据之间的联系；5、优秀的逻辑思维和独立思考能力，对数据有敏锐的直觉；6、工作积极主动，责任心强，有担当，有极强的创新精神，有一线产品或运营业务优化经验者优先。,15k-25k,不需要融资
2483,数据分析,米么金服,500-999人,上海 浦东新区 金杨新村,本科,1年以内,数据分析师（互金风控）,"岗位职责：1、负责通过数据分析技术研究互金产品客户行为，提供数据分析报告和策略调优建议；2、负责结合客户行为分析，开展客户经营方案，实施政策制定、跟踪、分析政策效果；3、熟练应用数据库工具，快速准确获取数据，支持业务运维，并可进行一些描述性统计分析，发现业务中的变化和问题，提出解决方案；4、参与开发评分模型，实施模型并监测效果。岗位要求：1、本科及以上学历，数学、统计、金融、经济等相关专业优先；2、一年以上信用卡、互金信贷产品数据分析经验，有互联网金融数据分析策略设计经验的优先；3、有数据库工具使用基础，能够独立完成数据分析项目，拥有良好的数据分析思路；4、熟练使用SQL , 有Python使用经验优先；5、认真负责，有强烈的好奇心与探索精神，善于接受新鲜事物；",10k-15k,C轮
2489,数据分析,耘颉信息,20-99人,上海 虹口区 四川北路,本科,1-3年,数据分析师,熟练使用PowerBI进行报表开发,10k-18k,20-99人
2492,数据分析,kurundata,20-99人,上海 徐汇区 肇嘉浜路,本科,1-3年,数据分析SPSS,工作职责：1.负责公司项目的数据处理工作、检查并整理数据；2.按项目要求进行数据的相关分析；3.提供项目相关的数据支持。任职资格：1.熟练使用EXCEL、SPSS等统计分析软件；2.工作踏实认真、有钻研精神、仔细负责；3.团队意识强。本岗位另有项目提成。,6k-8k,未融资
2493,数据分析,拼多多,1000-9999人,上海 长宁区 天山路,本科,1-3年,BI数据分析师（推荐方向）,岗位职责：1、负责拼多多推荐业务的数据分析，建立完整的数据体系，形成业务分析报告；2、建立推荐业务数据模型，总结常见维度和指标，实现推荐数据产品化；3、通过深入分析全平台及推荐的业务体系，给出商业建议，并推动产品和技术落地。任职要求：1、有大数据并行处理经验，能熟练使用Hadoop/Hive分析海量数据；2、极强的数据敏感性，有专业的分析报告撰写能力；3、责任心强，能高效地和技术及业务团队沟通，能推动业务落地；4、有电商行业经验优先。,15k-30k,已上市
2494,数据分析,游仁堂,20-99人,上海 普陀区 曹杨,学历不限,经验不限,数据分析项目经理,A.项目经理的主要工作内容：       1、深入理解CRM和会员系统产品的运营，管理分析部门和算法工程师部门推进数据分析项目，以及研发机器学习预测模型，BI系统等；       2、根据数据分析结果，与客户一起沟通制定会员运营方案，培养忠诚顾客，找到消费者Insight。       我们主要的客户是国内市场的知名零售企业（罗森便利店，尤妮佳，无印良品，百事公司等）以及国外的零售企业（马来西亚myNEWS.com，泰国Saha Group等），游仁堂主要为客户提供CRM系统开发服务，并根据数据分析情况制定会员运营方案，提供商品推销策略和开发咨询服务等。B.具有很强的假设能力、逻辑沟通能力、学习能力       我们涉及的领域是便利店，Lifestyle，母婴类等快速成长的市场领域，所以工作中会遇到没有答案及历史经验可借鉴的问题和挑战，因此我们会安排各种提高分析能力与逻辑思维能力的培训，包括入职培训，案例分享，日常工作的培训与反馈等。同时我们会为每个分析师会提供外资咨询管理公司水平的培训。C.具备高效的工作效率与任务管理能力 ，可根据每个分析师的发展方向安排工作       我们接触各种市场（便利店，母婴产品，早教，饮料酸奶，休闲零食，生活用品，文化类产品等）的分析业务，研究最新的营销手段，分析算法，机器学习预测模型等，由于合作品牌多样性，会涉及到英语、日语等多种语言，我们的工作中会遇到许多挑战，但同时也提供了成长的机会，可以储备数据分析师所需要的行业知识，分析框架，沟通能力。D.具备团队管理能力与经验       我们公司内部拥有开发，设计，分析，以及数字营销的团队，分析团队业务的贡献除了给客户，还有内部跨部门项目的问题解决。岗位要求：       1.具有很强的逻辑思维及分析能力；       2.具有良好的团队协作能力，学习能力，拥有诚恳敬业的品质；       3.具备很强的多任务处理能力，团队管理与员工培训能力，有2年以上团队管理经验者优先；       4.对机器学习各类概念及算法有一定程度的理解；       5.SQL / PostgreSQL查询能力出色者优先；       6.英语及日语熟练者优先,15k-25k,A轮
2505,数据分析,易鑫集团,1000-9999人,上海 浦东新区 塘桥,本科,经验不限,高级风控数据分析师(J13913),工作职责:1. 负责外部数据测试，包括业务数据的提取、逻辑校验分析、业务分析、政策建议、模型评估等，并撰写分析报告；2. 外部数据项目管理，包括内外部沟通，以对数据项目的实施进行跟踪挂管理；3. 外部数据政策影响评估及上线后监控；4. 根据对业务的深度理解，对数据进行深入挖掘和探索性分析；5. 外部数据问题跟踪管理；6. 完成领导交办的其他工作；7. 工作地点上海。 任职资格:1. 熟悉车贷或个人信贷的风控业务；能熟练对该领域内外部数据进行深入分析、能够评估风控模型质量。2. 统招本科及以上学历，数学、统计学、数量经济学、运筹学、金融学、计算机相关专业等；3. 熟练使用SAS、Python、R至少一种进行数据处理及数据分析，使用时间至少一年以上；4. 熟练使用SQL语言及Excel；5、3年以上信贷领域数据分析经验，有互联网金融、汽车金融、银行、小贷等金融机构或公司数据分析经验优先；6. 优秀的逻辑思维、沟通能力及书面报告能力。,10k-15k,已上市
2508,数据分析,复硕正态,20-99人,上海 静安区 共和新路,本科,1-3年,数据分析员,岗位职责1.对运营商用户行为数据进行全面收集，清洗，筛选，分类及深度分析，并形成分析报告；2及时发现数据中有价值的信息，为日常营销方案制定提供支持；3.满足客户对数据更深层次分析的需要，形成专题分析报告；4.对各营销活动进行效果分析，以便客户及时调整营销路径；5.同时满足客户临时性数据分析需求；岗位要求1.计算机，信息管理与信息系统，数学，统计学，计量经济学等专业优先；2.1-2年数据分析相关经验，有通讯行业项目经验者优先；3.必须熟练掌握PL/SQL编程，有Oracle and SQL Server经验；4.掌握SPSS统计分析软件；5.具有良好的逻辑分析能力，对数字敏感度较高；6.工作主动负责，认真仔细，勤勉敬业，责任心强；7.能很快的学习新事物和新知识。,5k-7k,不需要融资
2512,数据分析,上海乐宣信息科技...,20-99人,上海 徐汇区 漕河泾,本科,3-5年,高级数据分析师,岗位描述：1、负责电商业务（卖家侧）数据的获取、清洗、分析、挖掘及可视化；2、利用数据分析和数据可视化，从数据收集/准备到模型实现和商业洞察，开展端到端数据管理和应用；3、与各业务团队有效沟通，准确分析与把握需求，创建贴合业务需求的数据看板和工具；4、有效地向各业务团队传达解决方案和分析结果，推动业务优化。岗位要求： 1、数学、统计、计算机软件、电子商务等相关专业本科或以上学历；2、3年以上Data Analytics / Data Engineer / Data Scientist等相关工作经验，有电商工作经验的优先考虑；3、熟悉Python的使用，并具备较强的数据处理能力，包括但不限于使用Excel、VBA、SQL、Hadoop、Spark、R、SPSS等；4、有较强的数据敏感性、逻辑思维能力、快速的业务理解和学习能力；5、较强的主观能动性，能够主动从数据中发现问题，提出和落实解决问题的方案；6、善于观察与学习，耐心且具有良好的沟通能力与团队协作意识；7、对电商或跨境电商领域有浓厚兴趣及一定认知。,20k-30k,20-99人
2514,数据分析,雅智捷,20-99人,上海 静安区 天目西路,本科,3-5年,高级咨询顾问 - 数据分析,"Responsibilities:Responsible for data analytics, data mining & statistical modeling jobs for both new & ongoing projects1.	Be a master of CRM industry analytics2.	Understand business/clients’ data analysis needs3.	Work closely with Account team, Business Development team and IT team to design and build business reporting template or data analysis framework for both new and ongoing projects4.	Responsible for key data analysis and reporting for ongoing projects 5.	Responsible for result of data analytics deals6.	Be able to build up statistical models to solve clients’ issues7.	Summarize benchmarks for different industries, and make documentation accordinglyRequirements:1.	Bachelor degree or above, major in applied mathematics or statistics preferred2.	At least 2 years’ experience in data analysis, knowledge of MS Access, SAS and SQL required3.	Solid skills for all phases of data processing and analysis for CRM projects, including the application of standard, descriptive, and inferential statistical methods for conducting analysis4.	Good understanding of CRM industry is preferred5.	Good communication skills is must6.	Good command of English",10k-20k,20-99人
2515,数据分析,欣和企业,1000-9999人,上海 长宁区 天山路,本科,1-3年,数据分析师（生鲜电商/零售）,"工作职责：1、根据不同的业务场景，协助构建业务指标体系，协助建立和完善日常业务报告体系，能够及时、准确、完整的披露公司核心业务线的整体及各项目的运作情况；2、通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持；3、能够持续动态的挖掘日常的业务数据，发现业务的风险和机会点。任职要求：1、用户留存分析， 转换率分析, 交易预测等；2、2年以上数据分析相关工作经验；有零售和互联网关行业经验优先；3、具有深厚的建模和业务分析的能力，会使用SQL进行数据查询，会Tableau与Python的优先；4、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力；5、数字敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力，包括PPT展示和讲解能力。",10k-20k,不需要融资
2518,数据分析,kurundata,20-99人,上海 徐汇区 肇嘉浜路,本科,3-5年,数据分析主管/经理,工作职责：1.负责公司DP团队项目的数据处理工作、检查并整理数据；2.按项目要求进行数据的相关分析；3.提供项目相关的数据支持；4.负责团队的培养及培训。任职资格：1.熟练使用EXCEL、SPSS等统计分析软件；2.工作踏实认真、有钻研精神、仔细负责；3.团队意识强；4.英语熟练。,8k-10k,未融资
2520,数据分析,天颂,20-99人,上海 黄浦区 外滩,大专,1-3年,数据分析/调研员,市场以及消费者相关研究数据、信息搜集整理，以及处理分析；2、可独立收集行业数据以及完成行业分析报告的撰写；3、协助配合项目经理进行具体项目执行；4、熟悉网络信息传播特性及发展趋势，对舆情和媒体传播有一定了解5、有2-3年舆情监测行业分析经验，可独自完成行业分析报告（咨询公司经验的优先考虑）,8k-10k,20-99人
2526,数据分析,车容易,100-499人,上海 浦东新区 世纪公园,本科,3-5年,资深车贷数据分析师-南京,工作内容：1、对于车贷相关的贷前贷中贷后数据，进行分析、归纳，并提取有效特征；2、能够结合风控规则、风控策略及风控场景，进行关联分析；3、定期汇总和分析车贷逾期、不良数据，并提出调整措施，并提出风险预警和建议；4、与数据挖掘工程师、风控建模工程师配合，完善风控模型；5、与风控策略、风控规则，及风控产品经理，完善伽马风控系统。职位要求：1、统招本科及以上学历，统计学、数学、经济学、计算机相关专业；2、4年以上工作经验，其中须有2年以上的车贷或相关行业的审批经验；3、具备很强的数据分析能力，熟悉车贷相关审批流程者优先；4、精通Excel，熟悉SPSS、R、Python等数据分析挖掘工具中的一种；5、良好的抗压能力，按照公司的要求完成工作，辅佐上级开展业务。,10k-20k,C轮
2527,数据分析,百趣生物,100-499人,上海 嘉定区 ,本科,经验不限,数据分析,岗位职责：1. 按时完成项目的数据分析工作；2. 对于技术支持提出的售后技术问题及时进行有效反馈、跟进和补充分析；3. 协助技术支持进行相关的培训工作；4. 有生物信息技术相关工作经验，至少掌握一门编程语言（R、python、perl、MATLAB）的使用，熟悉Linux系统尤佳。任职要求：1、 生物信息学、统计学、数学或计算机相关专业大专及以上学历 ；2、有较强的编程能力， 熟悉使用业内常用的语言，Python，MATLAB、R等；3、有较强的学习能力，良好的沟通与表达能力，能承受工作压力，具有团队合作精神；4、欢迎优秀应届毕业生申请，有工作经验者优先。,6k-8k,天使轮
2533,数据分析,信用生活,20-99人,上海 黄浦区 十六铺,本科,1-3年,数据分析（风险管理方向）,"工作职责： 1、负责对各产品的风险各环节相关数据进行统计和数据分析；2、负责开发组合管理、反欺诈管理、审批/催收运营等各类报表；3、负责建立和维护风险数据集市；4、负责配合风险政策岗对政策等各项经营策略有效性进行数据分析。任职资格：1、本科及以上学历，计算机、数学或统计学专业优先； 2、熟悉决策引擎产品，3年以上部署配置风险政策的经验；3、熟练使用 SQL, Excel, Powerpoint，并能熟练使用SAS、Python等软件进行数据分析； 4、具备良好逻辑思维能力，分析能力，沟通能力，学习能力，和团队协作精神。",15k-30k,A轮
2534,数据分析,爱肤宝,100-499人,上海 黄浦区 老西门,本科,1-3年,高级数据分析师,职位描述：1、根据公司产品和业务流程需求、熟练管理、分析、处理用户数据；2、基于用户数据进行关键指标分析、品类分析、用户行为分析，提供及时的、明确的、有深度的报告与用户洞察，为业务决策提供数据支持；3、建立用户各项指标体系，通过监控分析及时发现业务数据问题。任职要求：1、本科以上学历，数学、统计、计算机等相关专业，1-3年数据分析工作经验；2、对数字敏感，并具备较强的逻辑思维能力，良好的沟通与创新能力；3、具有良好的洞察力，善于分析和解读数字，并将洞察分析和业务逻辑相结合；4、熟练使用SQL/EXCEL/SPSS/python/R,13k-20k,B轮
2536,数据分析,食亨,100-499人,上海 虹口区 四川北路,本科,3-5年,BI数据分析师,工作职责1. 根据业务方需求，进行数据整合和分析，输出分析报告2. 基于对业务和行业的了解，带领团队对业务问题进行深入分析、数据挖掘，为业务策略、产品设计提供数据支持3. 带领团队协调各部门资源完成项目制需求任职资格1. 统计学、数学、社会学等相关专业大学本科（含）以上学历；2. 3-5年以上数据分析经验，有电商行业分析经验者佳；3. 良好的逻辑分析能力，在数据挖掘、数据探索项目有积累；4. 拥有良好的沟通协调能力，对内对外做好上传下达；,15k-30k,B轮
2538,数据分析,携程旅行网,10000人以上,上海 长宁区 北新泾,本科,1-3年,数据分析师,岗位职责：1、基于海量数据，发现数据规律，运用机器学习、统计学习等方法，进行深度数据挖掘、算法模型的研究和设计工作；2、对数据进行提炼、分析、归纳商户（酒店）属性、行为等信息，挖掘数据价值并建立分析模型；3、通过对数据和业务的挖掘，持续给出优化、升级方案；4、使用大数据相关的技术(Hive、hadoop、zeus）解决业务相关问题。任职要求：1、硕士及以上学历，计算机、数学、统计学等相关专业优先；2、两年左右实际数据分析、数据挖掘经验（实习期不计算在内），并要求独立完成从需求调研，业务逻辑抽象，数据清洗、加工、分析等过程；3、熟悉常用数据挖掘算法及其原理，并具备相关项目经验；4、扎实的数据结构和算法基础，精通Java、R、Python、C/C++等至少一门开发语言；5、熟练掌握SQL Server，Mysql，Oracle，db2等数据库中的一种结构化查询语言；5、能独立解决技术问题，有较强的创新意识；6、主观能动性强，积极推进各项工作.请将简历发送至*****和 *****,15k-25k,已上市
2542,数据分析,口袋理财,500-999人,上海 长宁区 长征,本科,1-3年,风控数据分析,1、分析与设计业务风险控制规则，从贷前/贷中/贷后三个维度出发，建立风险识别、监控与预警机制；2、建立风险监测指标体系，对业务线进行日常监测与运营分析，提供运营分析报告；3、根据已有数据维度，结合业务场景，挖掘/构建新的特征维度，验证有效性的同时跟进落地；4、建设业务相关的数据库表，并能固化到指定的数据库中，提高查询效率；5、对可疑用户进行预警分析与问题定位，建立针对欺诈行为的风险管理策略，构建欺诈行为识别与侦测机制；6、将研究成果转化成风控规则并跟进落实，协调产品、研发、运营团队，推动风控规则与风险模型的实施。最终部署在控制决策系统中；7、其他工作，参与完成各类分析报告、报表等其他指定的工作。   任职资格： 1、本科及以上学历，数学、统计、计量经济学、金融等相关专业优先；2、3年以上相关工作岗位经验，具有支付机构、金融机构、风险控制相关经验者优先；3、能够熟练使用Hive、SQL、R、SAS、SPSS及其他数据查询统计软件者优先；曾经参与过完整的数据采集、整理、分析工作；4、具有一定的风控策略分析经验或独立开发风控模型经验；5、精通Excel、PPT、WORD等办公软件；6、具备较强的数据分析能力、逻辑思维能力、对内外组织沟通能力、执行能力和团队精神；有诚信、愿意分享和承担责任，勇于探索与坚持创新。,15k-25k,A轮
2544,数据分析,华夏京都医疗投资公司,500-999人,上海 浦东新区 张江,硕士,1-3年,临床数据分析员,1. 协助主管完成疾病基因标志物筛选方面的研发工作；2. 利用生物信息学方法和知识，处理、分析、统计和深入挖掘全基因组表达谱芯片、RNA seq数据，筛选疾病的基因标志物，构建疾病风险预测模型；3. 协助完成相关研发项目，撰写学术论文、专利和研究总结。 4. 参与科研基金申请和实验室日常事务。任职要求：1. 获得生物信息学、基因组学等相关专业硕士学位以上，博士学位优先。 2. 至少以第一作者发表过1篇以上SCI文章。 3. 熟悉医学统计学，具有全基因组表达谱数据分析、基因组测序数据分析等相关科研工作经历者优先考虑。 4. 熟练掌握一门以上编程语言（R script/Python、C/C++、Perl、Java等）。 5. 能在指导下独立从事科研，并协助制定课题计划及撰写研究论文。 6. 英语阅读、表达能力强；具有良好的中英文写作和交流能力。 7. 具有较强的独立研究能力；具有扎实的专业基础，工作认真负责；身体健康，良好的团队精神、较好的学习能力及沟通能力。,8k-15k,未融资
2547,数据分析,平安医疗,1000-9999人,上海 徐汇区 枫林路,本科,3-5年,数据分析师,工作职责：1. 负责业务指标数据定义，数据维护和报表开发，建立线上数据监控分析体系。2. 负责日常流量和用户行为分析，指导产品、运营优化。3. 定期出具数据分析报告，内容涵盖产品新功能/模块效果分析，大型促销活动效果分析，商城销售优化建议等等。4. 对核心业务数据进行挖掘，归纳用户特征和行为规律，支持业务更好地发展。要求：1. 逻辑思维能力强，冷静，灵活。2. 本科及以上学历，统计学、计算机等相关专业。3. 有3年以上数据相关经验，精通数据库sql语言，具备hive环境自助取数能力，对互联网有热情。4. 有互联网公司从业背景优先。,15k-30k,A轮
2549,数据分析,Carecloud,20-99人,上海 黄浦区 外滩,本科,3-5年,日志数据分析售后实施工程师,职责描述：1、掌握产品架构、功能、系统运维；2、保障项目实施：包括产品安装部署、数据处理以及分析、产品使用培训;3、保障项目进展：协助项目经理把控项目，完成入场准备、阶段性汇报、问题记录及反馈、项目验收等工作；4、负责客户沟通：收集和整理客户提交的问题和需求，并及时反馒；5、保障项目维护、客户回访，做好客户的档案和管理工作，听取和记录客户提出的建议、意仄坏口投诉，并及时反馈。任职要求：1、计算机专业本科毕业，3年以上工作经验；2、支持过银行证券保险等大型客户、以往工作经历有大数据行业背景最好，或者有网络或则系统驻场经验，深入理解主机、网络、数据库基础知识，会shell 、python优先；3、良好的客户服务意识，良好的抗压能力，活应外出、出差等工作：4、具有吃苦耐劳、积极进取、持续创新能力，有良好的沟通能力，具有团队合作精神。,5k-10k,未融资
2555,数据分析,知因智慧,100-499人,上海 浦东新区 梅园,本科,3-5年,ETL（数据分析）工程师,岗位职责：1、 基础数据抽取，清洗和加工2、 数据类产品或项目运维管理岗位要求:1.三年以上的数据开发相关工作经验，熟悉数仓的ETL开发流程，理解如何基于元数据进行数据管理 2.精通SQL，Shell 等脚本编程语言，有Java或python开发基础 ，了解hadoop生态圈3.有数据建模、维度建模基础，并能根据需求独立完成设计建模，数据指标开发4.了解银行系统，有银行项目经验。,15k-25k,A轮
2556,数据分析,中通快递,10000人以上,上海 青浦区 ,本科,3-5年,数据分析师,工作内容:1、通过数据分析支持产品改进及新模式的探索； 2、构建业务数据分析体系，帮助确定各项业务数据指标； 3、分析快递营运的过程模型，分析快递业务中存在的问题，提出改进的建议和措施，并督产品和运营促落地执行； 4、参与构建快递场景中货、车、人、场的数据模型，搭建快递数据分析框架；5、通过分析，优化快递运营网络，提高运营效率，降低运营成本提供重要的依据；职位要求:1、统计学、应用数学、计算机等相关专业，本科及以上学历； 2、熟练掌握多种统计和挖掘方法，熟练使用Python、R等语言；3、较强的数据敏感度，逻辑分析能力和文档写作能力； 4、有责任心，良好的沟通能力和组织管理能力以及心理承受能力，勇于接受挑战； 5、有快递行业相关经验优先。,20k-30k,已上市
2557,数据分析,百度上海,10000人以上,上海 嘉定区 ,本科,1-3年,数据分析师,岗位职责：1.把握公司产品、经营动态，并结合外部市场行业动态，深入挖掘业务痛点和潜在增长点，形成报告辅助管理层进行决策；2.同搜索公司内各团队保持有效沟通，推进项目进行，保证数据安全通畅流转；3.整合销售方、产品方、客户方数据，推进数据产品落地岗位要求：1.本科及以上学历，统计、数学相关专业优先；2.应届生亦可，最好1年以上相关工作经验，有咨询行业经验优先；3.具备一定的编程基础，优先熟练使用EXCEL、SQL等工具处理大批量数据；4.逻辑清晰，对数据分析有强烈兴趣，有良好的学习能力和强烈的进取心；5.具备数据深层次挖掘的能力，善于发现数据的变化规律,6k-12k,已上市
2558,数据分析,金服银行科技中心,10000人以上,上海 浦东新区 源深体育中心,本科,3-5年,数据分析岗,岗位职责：1、根据营销研发团队的业务情况，进行数据整理，分析，建模；2、深入理解营销平台研发团队业务，发现业务特征，进行数据价值挖掘；3、负责业务分析策略定义、给出业务优化的意见。岗位要求：1、 相关专业本科以上学历，硕士优先；2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3、对数据结构和算法设计有较为深刻的理解；4、有大数据开发或算法类职位经验者优先；4、熟悉银行业务基本知识、有营销项目经验者优先。,20k-26k,已上市
